NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
2812;569;lubelskie;06200 Zamość;0620 zamojski;Zwierzyniec;Kosobudy;objęty ograniczeniami;50.6383;23.082;32;23.06.2020;15.06.2020;03.07.2020;P/20/28410;RT-PCR+;1;odstrzelony;samiec - 24 m - 33 kg;0;0;0;0;;
2813;570;lubelskie;06200 Zamość;0620 zamojski;Zamość;Białowola;objęty ograniczeniami;50.6478;23.2794;30;24.06.2020;25.06.2020;03.07.2020;P/20/28409;RT-PCR+;1;padły/padłe;samica - 36 m - 65 kg;1;0;0;0;;
2814;571;lubelskie;06030 Chełm;0603 chełmski;Żmudź;Klesztów;objęty ograniczeniami;51.0468;23.69009;32;02.07.2020;06.07.2020;08.07.2020;P/20/29007;ELISA+IPT+;1;odstrzelony;samica - 24 m - 50 kg;0;0;0;0;;
2815;572;lubelskie;06160 Ryki;0616 rycki;Stężyca;Stara Rokitnia;objęty ograniczeniami;51.6176;21.8146;32;06.07.2020;06.07.2020;09.07.2020;P/20/29437;RT-PCR+;1;padły/padłe;samica - 24 m - 50 kg;1;0;0;0;;
2816;683;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Smolary Bytnickie;objęty ograniczeniami;52.171597;15.192892;32;02.07.2020;03.07.2020;09.07.2020;P/20/29271;RT-PCR+;4;padły/padłe;"1. nieokreślona, 18 m - 40 kg, 2. nieokreślona, 18 m - 40 kg,3. samiec - 18 m - 40 kg, 4.nieokreślona, 18 m - 40 kg";0;0;4;0;;
2817;684;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Gryżyna;objęty ograniczeniami;52.17082;15.26776;32;04.07.2020;07.07.2020;09.07.2020;P/20/29452;RT-PCR+;1;padły/padłe;samica - 36 m - 60 kg;0;1;0;0;;
2818;685;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Leśniów Wielki;objęty ograniczeniami;51.968704;15.338764;32;02.07.2020;03.07.2020;09.07.2020;P/20/29275;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 12 m - 5 kg;0;0;0;1;;
2819;686;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Drzonów;objęty ograniczeniami;51.9406219;15.3135638;32;02.07.2020;03.07.2020;09.07.2020;P/20/29275;RT-PCR+;1;padły/padłe;1. samiec - 24 m - 50 kg;0;0;1;0;;
2820;687;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Dobrzęcin;objęty ograniczeniami;52.026735;15.440833;32;01.07.2020;03.07.2020;09.07.2020;"P/20/29275P/20/29273";RT-PCR+;2;padły/padłe;1. samiec - 36 m - 60 kg         2. samica - 48 m - 90 kg;0;0;2;0;;
2821;688;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Dobrzęcin;objęty ograniczeniami;52.0254586;15.4431533;32;01.07.2020;03.07.2020;09.07.2020;P/20/29270;RT-PCR+;1;odstrzelony z objawami;1. samiec - 5 m - 10 kg;1;0;0;0;;
2822;1000/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Kolno;Samławki;objęty ograniczeniami;53.9994;21.0834;32;27.06.2020;30.06.2020;08.07.2020;P/20/29020;IPT+;1;odstrzelony;samiec - 18 m - 52 kg;;
2823;1001/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Olsztynek;Drwęck;objęty ograniczeniami;53.5424;20.2064;30;29.06.2020;01.07.2020;08.07.2020;P/20/29016;RT-PCR+;2;padły/padłe;"1. samica - 24 m - 50 kg, 2. samica - 24 m - 50 kg";;2
2824;1002/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;objęty ograniczeniami;53.8127;20.4472;32;01.07.2020;03.07.2020;08.07.2020;P/20/29016;RT-PCR+;1;padły/padłe;samica - 24 m - 60 kg;1;
2825;1003/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Dywity;Tuławki;zagrożenia;53.9055;20.5668;32;29.06.2020;01.07.2020;08.07.2020;P/20/29018;RT-PCR+;1;zabity w wypadku;samica - 1 m-c, 15 kg;1;
2826;2205/144;mazowieckie;14140 Nowy Dwór Mazowiecki;1408 legionowski;Jabłonna;Jabłonna;objęty ograniczeniami;52.3714;20.91793;32;28.06.2020;01.07.2020;10.07.2020;P/20/29654;IPT+;1;odstrzelony;1. samica 24 m - 40 kg;0;0;0;0;;
2827;2206/145;mazowieckie;14060 Grójec;1406 grójecki;Warka;Michałów Górny;objęty ograniczeniami;51.700399;21.046233;32;08.07.2020;08.07.2020;10.07.2020;P/20/29747;RT-PCR+;1;padły/padłe;1. samica 1 rok, 50 kg;0;1;0;0;;
2828;161;wielkopolskie;30130 Leszno;3013 leszczyński;Włoszakowice;Czarna Woda- Mscigniew;objęty ograniczeniami;51.9030556;16.293611;32;02.07.2020;03.07.2020;10.07.2020;P/20/29770;RT-PCR+;1;padły/padłe;samiec - 30-35 kg, 12 m;0;0;0;1;;
2829;162;wielkopolskie;30130 Leszno;3013 leszczyński;Włoszakowice;Czarna Woda- Mscigniew;objęty ograniczeniami;51.8986111;16.29472222;32;02.07.2020;03.07.2020;10.07.2020;P/20/29770;RT-PCR+;2;padły/padłe;samica - 3 lata, 90 kg;0;0;0;1;;
2830;163;wielkopolskie;30130 Leszno;3013 leszczyński;Włoszakowice;Mścigniew;objęty ograniczeniami;51.9011111;16.2955555;32;02.07.2020;03.07.2020;10.07.2020;P/20/29771;RT-PCR+;1;padły/padłe;samiec - 23 kg, 11 m;1;0;0;0;;
2831;156;podkarpackie;18080 Leżajsk;1808 leżajski;Leżajsk;Przychojec;objęty ograniczeniami;50.333889;22.402361;30;02.07.2020;08.07.2020;13.07.2020;P/20/29945;RT-PCR+;1;padły/padłe;1. samica - 24 m - 80 kg;0;0;1;0;;
2832;157;podkarpackie;18080 Leżajsk;1808 leżajski;Nowa Sarzyna;Nowa Sarzyna;objęty ograniczeniami;50.322189;22.3135;30;06.07.2020;08.07.2020;13.07.2020;P/20/29945;RT-PCR+;1;padły/padłe;1. samiec - 2 m - 8 kg;1;0;0;0;;
2833;158;podkarpackie;18140 Przeworsk;1814 przeworski;Adamówka;Krasne;objęty ograniczeniami;50.256361;22.715806;32;06.07.2020;07.07.2020;13.07.2020;P/20/29946;RT-PCR+;1;padły/padłe;1. nieokreślona, 2 m - 10 kg;0;0;1;0;;
2834;159;podkarpackie;18090 Lubaczów;1809 lubaczowski;Narol;Chlewiska;zagrożenia;50.3445;23.3903;32;04.07.2020;07.07.2020;13.07.2020;P/20/29952;RT-PCR+;1;odstrzelony;1. samica - 4 m - 10 kg;0;0;0;0;;
2835;160;podkarpackie;18090 Lubaczów;1809 lubaczowski;Narol;Huta-Złomy;zagrożenia;50.2939;23.3641;32;08.07.2020;09.07.2020;13.07.2020;P/20/29952;RT-PCR+;1;odstrzelony;1. samica - 15 m - 45 kg;0;0;0;0;;
2836;689;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Buchałów;objęty ograniczeniami;51.912186;15.3606127;32;07.07.2020;08.07.2020;10.07.2020;P/20/29552;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 6 m - 5 kg;0;1;0;0;;
2837;690;lubuskie;08120 Sława;0812 wschowski;Sława;Pszczółkowo;objęty ograniczeniami;51.818265;16.161249;32;04.07.2020;08.07.2020;10.07.2020;P/20/29553 P/20/29554 P/20/29556;RT-PCR+;3;padły/padłe;1. samica/36m-cy/70kg                            2. samiec/2m-ce/2kg                                     3. samica/2m-ce/2kg                                                                      ;2;0;1;0;;
2838;691;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Bojadła;Bojadła;zagrożenia;51.93079;15.80744;32;01.07.2020;01.07.2020;15.07.2020;P/20/30241;ELISA+IPT+;1;odstrzelony;1. samica -  24 m - 55 kg;1;0;0;0;;
2839;1004/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Pogrodzie;objęty ograniczeniami;54.288909;19.608152;32;03.07.2020;07.07.2020;16.07.2020;P/20/30508;IPT+;1;odstrzelony;1. samiec - 36 m - 60 kg           ;;
2840;1005/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Godkowo;Kwitajny Wielkie;zagrożenia;54.10568;19.92116;32;05.07.2020;07.07.2020;16.07.2020;P/20/30506;RT-PCR+;1;padły/padłe;1, samiec - 48 m - 100 kg;;;1;;;
2841;1006/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;objęty ograniczeniami;53.8163;20.4486;32;06.07.2020;07.07.2020;16.07.2020;P/20/30514;RT-PCR+;1;padły/padłe;samiec - 4 m., 10 kg;1;
2842;1007/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Tarda/Bartężek;objęty ograniczeniami;53.803424;19.893421;30;06.07.2020;07.07.2020;16.07.2020;P/30/30510;RT-PCR+;1;padły/padłe;1. samica - 24 m - 60 kg;0;1;0;0;;
2843;1008/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Prośno;objęty ograniczeniami;53.816438;19.926678;30;08.07.2020;10.07.2020;16.07.2020;P/30/30510;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 36 m - 70 kg;0;0;0;1;;
