NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;
3037;180;podkarpackie;18090 Lubaczów;1809 lubaczowski;Horyniec-Zdrój;Nowiny Horynieckie;objęty ograniczeniami;50.2353;23.3842;30;17.08.2020;18.08.2020;22.08.2020;P/20/36508;RT-PCR+;1;padły/padłe;1. samiec - 14 m - 43 kg;;1;;;
3038;1086/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Barczewo ;Łegajny;objęty ograniczeniami;53.8275;20.6393;30;07.08.2020;11.08.2020;18.08.2020;P/20/35875;RT-PCR+;1;padły/padłe;1. samica - 24 m - 80 kg;1
3039;1087/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Barczewo ;Kaplityny;objęty ograniczeniami;53.8033;20.6211;30;06.08.2020;11.08.2020;18.08.2020;P/20/35878;RT-PCR+;2;padły/padłe;"1. nieokreślona, 2 m - 10 kg 2. nieokreślona, 12 m - 45 kg";;2;;;
3040;1088/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Purda;Nowy Ramuk;objęty ograniczeniami;53.6509;20.5818;30;10.08.2020;14.08.2020;20.08.2020;P/20/36130;RT-PCR+;2;padły/padłe;"1. nieokreślona, 12 m - 40 kg 2. nieokreślona, 12 m - 32 kg";;2;;;
3041;1089/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7349;20.5147;32;10.08.2020;11.08.2020;18.08.2020;P/20/35878;RT-PCR+;1;padły/padłe;samica - 12 m - 40 kg;1
3042;1090/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7755;20.5030;32;12.08.2020;14.08.2020;20.08.2020;P/20/36131;RT-PCR+;1;padły/padłe;samiec - 6 m - 20 kg;1
3043;1091/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7428;20.4690;32;11.08.2020;14.08.2020;20.08.2020;P/20/36129;RT-PCR+;1;padły/padłe;nieokreślona, 12 m - 50 kg;;1;;;
3044;1092/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7455;20.4718;32;11.08.2020;14.08.2020;20.08.2020;P/20/36129;RT-PCR+;1;padły/padłe;nieokreślona, 24 m - 80 kg;;1;;;
3045;1093/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7643;20.4881;32;11.08.2020;14.08.2020;20.08.2020;P/20/36129;RT-PCR+;1;padły/padłe;nieokreślona, 36 m - 100 kg;;1;;;
3046;1094/2020;warmińsko-mazurskie;28140 Olsztyn;2862  Olsztyn;M. Olsztyn;Olsztyn;zagrożenia;53.7871;20.5219;32;11.08.2020;14.08.2020;20.08.2020;P/20/36129;RT-PCR+;1;padły/padłe;nieokreślona, 36m - 130 kg;;1;;;
