NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
2844;573;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Krynice;Zaboreczno;objęty ograniczeniami;50.5753;23.3268;32;01.07.2020;01.07.2020;13.07.2020;P/20/29941 P/20/29943;RT-PCR+;2;padły/padłe;1. samica - 36 m - 80 kg 2. samiec - 36 m - 100 kg;1;0;1;0;;
2845;574;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Krynice;Polany;objęty ograniczeniami;50.5916;23.3416;32;05.07.2020;06.07.2020;13.07.2020;P/20/20944;RT-PCR+;1;padły/padłe;samica - 36 m - 100 kg;1;0;0;0;;
2846;575;lubelskie;06060 Krasnystaw;0606 krasnostawski;Żółkiewka;Huta;zagrożenia;50.8885;22.7724;32;12.07.2020;14.07.2020;15.07.2020;P/20/30383;RT-PCR+;1;odstrzelony z objawami;samiec - 6 m - 10 kg;0;0;0;0;;
2847;1009/2020;warmińsko-mazurskie;28020 Braniewo;2802 braniewski;Braniewo;Glinka;objęty ograniczeniami;54.345278;19.797778;32;05.07.2020;07.07.2020;16.07.2020;P/20/30511;IPT+;1;odstrzelony;samiec - 2 lata, 55 kg;;
2848;1010/2020;warmińsko-mazurskie;28020 Braniewo;2802 braniewski;Braniewo;Glinka;objęty ograniczeniami;54.345;19.796944;32;05.07.2020;07.07.2020;16.07.2020;P/20/30511;IPT+;1;odstrzelony;samica - 2 lata, 35 kg;;
2849;1011/2020;warmińsko-mazurskie;28020 Braniewo;2802 braniewski;Lelkowo;Głębock ;objęty ograniczeniami;54.368889;20.291111;32;08.07.2020;10.07.2020;16.07.2020;P/20/30511;IPT+;1;odstrzelony;samiec - 3 lata, 76 kg;;
2850;692;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Gryżyna;objęty ograniczeniami;52.169959;15.267217;32;08.07.2020;10.07.2020;17.07.2020;P/20/30688;RT-PCR+;1;padły/padłe;samiec - 18 m - 35 kg;1;0;0;0;;
2851;693;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Zielona Góra;Zielona Góra;zagrożenia;51.9321319;15.5450344;32;09.07.2020;10.07.2020;17.07.2020;P/20/30686;RT-PCR+;1;padły/padłe;1. samica - 5 m - 10 kg;0;1;0;0;;
2852;694;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Radomia;objęty ograniczeniami;51.942387;15.3713338;32;14.07.2020;15.07.2020;17.07.2020;P/20/30697;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 5 m - 10 kg;0;0;1;0;;
2853;695;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Czerwieńsk;objęty ograniczeniami;52.028111;15.44137;32;12.07.2020;13.07.2020;17.07.2020;P/20/30693;RT-PCR+;2;padły/padłe;"1. płeć nieokreślona, 3 m - 2 kg, 2. płeć nieokreślona, 12 m - 5 kg";0;0;1;1;;
2854;696;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Czerwieńsk;objęty ograniczeniami;52.016757;15.439776;32;09.07.2020;10.07.2020;17.07.2020;"P/20/30683P/20/30682";RT-PCR+;3;padły/padłe;"1. samica - 36 m - 80 kg, 2.płeć nieokreślona, wiek nieokreślony, 60 kg, 3.płeć nieokreślona, wiek nieokreślony, 20 kg";0;1;1;1;;
2855;697;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Zielona Góra;Zielona Góra;zagrożenia;51.99288;15.58267;32;13.07.2020;15.07.2020;17.07.2020;P/20/30698;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 24 m - 60 kg;0;0;1;0;;
2856;698;lubuskie;08040 Nowa Sól;0804 nowosolski;Nowa Sól;Nowe Żabno;zagrożenia;51.7703807;15.7100942;32;09.07.2020;15.07.2020;17.07.2020;P/20/30691;RT-PCR+;1;padły/padłe;samiec - 6 mc, 10 kg;0;1;0;0;;
