NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
2082;2177/116;mazowieckie;14060 Grójec;1406 grójecki;Chynów;Martynów;objęty ograniczeniami;51.842718;21.128936;32;16.04.2020;16.04.2020;20.04.2020;P/20/17502;RT-PCR+;1;padły/padłe;1. Samica, 36 m - 80 kg     ;0;1;0;0;;
2083;504;lubuskie;08120 Sława;0812 wschowski;Sława;Radzyń, linia brzegowa jeziora Sławskiego;objęty ograniczeniami;51.8702;16.0427;32;13.04.2020;15.04.2020;20.04.2020;P/20/17459;RT-PCR+;1;odstrzelony z objawami;1. SAMICA, 24 m - 45kg;1;0;0;0;;
2084;505;lubuskie;08120 Sława;0812 wschowski;Sława;leśnictwo Przydroże, Odział 228j;objęty ograniczeniami;51.814157;16.048679;32;14.04.2020;15.04.2020;20.04.2020;"P/20/17464,P/20/17466,P/20/17458";RT-PCR+;3;padły/padłe;"1. SAMIEC, 24 m - 40kg,2. SAMIEC, 24 m - 50kg,3. NIEOKREŚLONA, 24 m - ,50kg";2;0;1;0;;
2085;506;lubuskie;08120 Sława;0812 wschowski;Sława;Śmieszkowo;objęty ograniczeniami;51.933456;16.076497;32;14.04.2020;15.04.2020;20.04.2020;P/20/17458;RT-PCR+;1;padły/padłe;"1. NIEOKREŚLONA, 36 m - 60kg";0;0;1;0;;
2086;507;lubuskie;08120 Sława;0812 wschowski;Sława;okolice miejscowości Lipinki;objęty ograniczeniami;51.83056;16.037326;32;07.04.2020;10.04.2020;17.04.2020;P/20/17322;RT-PCR+;1;padły/padłe;1. SAMIEC, 60 m - 100kg;1;0;0;0;;
2087;508;lubuskie;08120 Sława;0812 wschowski;Sława;Przydroże-Pszczółkowo;objęty ograniczeniami;51.811667;16.131389;32;08.04.2020;10.04.2020;17.04.2020;P/20/17321;RT-PCR+;1;padły/padłe;1. SAMIEC, 12 m - 5kg;1;0;0;0;;
2088;509;lubuskie;08090 Zielona Góra;0809 zielonogórski;Trzebiechów;Radowice;objęty ograniczeniami;52.062187;15.684495;32;08.04.2020;08.04.2020;20.04.2020;P/20/17487;RT-PCR+;1;odstrzelony;1.samica - 12 m - 30 kg;1;0;0;0;;
2089;510;lubuskie;08090 Zielona Góra;0809 zielonogórski;Trzebiechów;Ledno;objęty ograniczeniami;51.988371;15.698187;32;11.04.2020;11.04.2020;20.04.2020;P/20/17422;RT-PCR+;1;padły/padłe;1. samiec - 72 m - 130 kg;0;0;0;1;;
2090;511;lubuskie;08090 Zielona Góra;0809 zielonogórski;Trzebiechów;Trzebiechów;objęty ograniczeniami;52.0325597;15.775038;32;14.04.2020;15.04.2020;20.04.2020;"P/20/17463,P/20/17462";RT-PCR+;3;padły/padłe;"1. samica - 48-m - 80 kg,2.płeć nieokreślona, 48 m - 60 kg,3.samica - 36 m - 45 kg";1;0;0;2;;
2091;512;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zielona Góra;Krępa;zagrożenia;52.0335784;15.5550692;32;13.04.2020;14.04.2020;20.04.2020;P/20/17460;RT-PCR+;1;padły/padłe;1. samiec - 36 m - 70 kg;0;1;0;0;;
2092;513;lubuskie;08090 Zielona Góra;0809 zielonogórski;Świdnica;Drzonów;objęty ograniczeniami;51.9412306;15.321778;32;13.04.2020;14.04.2020;20.04.2020;P/20/17457;RT-PCR+;1;padły/padłe;1.samiec - 36 m - 60 kg;0;1;0;0;;
2093;514;lubuskie;08090 Zielona Góra;0809 zielonogórski;Bojadła;Klenica;objęty ograniczeniami;52.012275;15.791712;32;10.04.2020;11.04.2020;20.04.2020;"P/20/17417,P/20/17418";RT-PCR+;2;padły/padłe;"1. samica - 36 m - 80 kg ,2.samica - 12 m - 35 kg";1;1;0;0;;
2094;515;lubuskie;08090 Zielona Góra;0809 zielonogórski;Zabór;Zabór;zagrożenia;51.95527;15.75862;32;14.04.2020;15.04.2020;20.04.2020;"P/20/17454,P/20/17461";RT-PCR+;2;padły/padłe;"1. płeć nieokreślona, 36 m - 70 kg,2.samica - 24 m - 50 kg";1;0;0;1;;
2095;516;lubuskie;08090 Zielona Góra;0809 zielonogórski;Sulechów;Mozów;objęty ograniczeniami;52.077421;15.58134;32;11.04.2020;11.04.2020;20.04.2020;P/20/17456;RT-PCR+;1;odstrzelony z objawami;1.samica - 24 m - 40kg;1;0;0;0;;
2096;517;lubuskie;08090 Zielona Góra;0809 zielonogórski;Sulechów;Podlegórz;objęty ograniczeniami;52.074718;15.71329;32;10.04.2020;11.04.2020;20.04.2020;"P/20/17420,P/20/17455,P/20/17419";RT-PCR+;3;padły/padłe;"1. samica - 12 m - 30 kg,2. samiec - 12 m - 30 kg,3.samica - 12 m - 35 kg";0;3;0;0;;
2097;406;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Tomaszów Lubelski;Sabaudia;zagrożenia;50.4761;23.43;32;31.03.2020;01.04.2020;07.04.2020;P/20/16130;RT-PCR+;1;padły/padłe;samica - 24 m - 60 kg;1;0;0;0;;
2098;407;lubelskie;06140 Puławy;0614 puławski;Końskowola;Młynki;objęty ograniczeniami;51.4485;22.0543;32;01.04.2020;03.04.2020;07.04.2020;P/20/16138;RT-PCR+;1;padły/padłe;samica - 36 m - 80 kg;1;0;0;0;;
2099;408;lubelskie;06160 Ryki;0616 rycki;Ryki;Ryki;objęty ograniczeniami;51.5995;21.9166;32;03.04.2020;03.04.2020;07.04.2020;P/20/16179;RT-PCR+;1;padły/padłe;samiec - 36 m - 70 kg;1;0;0;0;;
2100;409;lubelskie;06060 Krasnystaw;0606 krasnostawski;Gorzków;Orchowiec;zagrożenia;50.9947;22.9455;32;02.04.2020;03.04.2020;07.04.2020;P/20/16184;RT-PCR+;1;padły/padłe;samica - 60 m - 120 kg;0;1;0;0;;
2101;410;lubelskie;06060 Krasnystaw;0606 krasnostawski;Rudnik;Maszów;zagrożenia;50.8662;23.0106;32;03.04.2020;03.04.2020;07.04.2020;P/20/16184;RT-PCR+;1;padły/padłe;samiec - 36 m - 80 kg;0;1;0;0;;
2102;411;lubelskie;06030 Chełm;0603 chełmski;Siedliszcze;Kamionka;zagrożenia;51.1873;23.2293;32;01.04.2020;06.04.2020;07.04.2020;P/20/16250;RT-PCR+;1;padły/padłe;samica - 24 m - 40 kg;1;0;0;0;;
2103;412;lubelskie;06030 Chełm;0603 chełmski;Siedliszcze;Kamionka;zagrożenia;51.1862;23.23;32;01.04.2020;06.04.2020;08.04.2020;P/20/16360;RT-PCR+;1;padły/padłe;b.d., 24 m - 40 kg;0;0;1;0;;
2104;413;lubelskie;06030 Chełm;0603 chełmski;Rejowiec Fabryczny;Poczekajka;zagrożenia;51.1635;23.2106;32;05.04.2020;06.04.2020;08.04.2020;P/20/16382;ELISA+IPT+;1;odstrzelony;samica - 48 m - 70 kg;0;0;0;0;;
2105;414;lubelskie;06170 Świdnik;0617 świdnicki (lubelski);Rybczewice;Częstoborowice;objęty ograniczeniami;51.0127;22.8515;32;04.04.2020;06.04.2020;08.04.2020;P/20/16391;RT-PCR+;1;padły/padłe;samica - 36 m - 70 kg;0;0;1;0;;
2106;415;lubelskie;06170 Świdnik;0617 świdnicki (lubelski);Rybczewice;Stryjno Pierwsze;objęty ograniczeniami;51.072;22.8507;32;02.04.2020;06.04.2020;08.04.2020;P/20/16385;ELISA+IPT+;1;odstrzelony;samica - 36 m - 60 kg;0;0;0;0;;
2107;416;lubelskie;06130 Parczew;0613 parczewski;Jabłoń;Kolano Kolonia;objęty ograniczeniami;51.6906;23.0556;32;01.04.2020;03.04.2020;08.04.2020;P/20/16402;ELISA+IPT+;1;odstrzelony;samica - 36 m - 70 kg;0;0;0;0;;
2108;417;lubelskie;06020 Biłgoraj;0602 biłgorajski;Biłgoraj;Wola Dereźniańska;objęty ograniczeniami;50.489;22.6558;32;06.04.2020;07.04.2020;09.04.2020;P/20/16458;RT-PCR+;1;padły/padłe;samica - 48 m - 110 kg;0;1;0;0;;
2109;418;lubelskie;06020 Biłgoraj;0602 biłgorajski;Biszcza;Wólka Biska;objęty ograniczeniami;50.4563;22.6028;30;04.04.2020;07.04.2020;09.04.2020;P/20/16458;RT-PCR+;1;padły/padłe;samica - 36 m - 60 kg;0;1;0;0;;
2110;419;lubelskie;06020 Biłgoraj;0602 biłgorajski;Księżpol;Budzyń;objęty ograniczeniami;50.414;22.8415;32;02.04.2020;07.04.2020;09.04.2020;P/20/16558;ELISA+IPT+;1;odstrzelony;samiec - 24 m - 60 kg;0;0;0;0;;
2111;520;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Lubycza Królewska;Wierzbica;zagrożenia;50.3596;23.6788;32;27.03.2020;06.04.2020;14.04.2020;P/20/16755;"RT-PCR+ELISA+IPT+";1;odstrzelony;samiec - 12 m - 27 kg;0;0;0;0;;
2112;521;lubelskie;06180 Tomaszów Lubelski;0618 tomaszowski (lubelski);Łaszczów;Kmiczyn-Kolonia;objęty ograniczeniami;50.5467;23.7522;32;05.04.2020;07.04.2020;14.04.2020;P/20/16756;RT-PCR+;1;odstrzelony;samiec - 18 m - 50 kg;0;0;0;0;;
2113;758/2020;warmińsko-mazurskie;28040 Elbląg;2861 Elbląg;M. Elbląg;Elbląg;objęty ograniczeniami;54.19304;19.40313;30;06.04.2020;08.04.2020;16.04.2020;P/20/17076;RT-PCR+;1;padły/padłe;1. samica - 18 m - 30 kg;1;
2114;759/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Kadyny;objęty ograniczeniami;54.29533;19.52228;30;06.04.2020;08.04.2020;16.04.2020;P/20/17076;RT-PCR+;2;padły/padłe;1. samica -18 m - 35 kg          2. samica - 24 m - 50 kg;;1;;1;;
2115;760/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Przybyłowo;objęty ograniczeniami;54.289915;19.54759;30;08.04.2020;10.04.2020;16.04.2020;P/20/17076;RT-PCR+;2;padły/padłe;1. samica -18 m - 40kg          2. samiec - 36 m - 80 kg;;;1;1;;
2116;761/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Wodynia;objęty ograniczeniami;54.28169;19.63018;30;06.04.2020;08.04.2020;16.04.2020;P/20/17076;RT-PCR+;1;padły/padłe;1. samiec -48 m - 80 kg;;;1;;;
2117;762/2020;warmińsko-mazurskie;28100 Mrągowo;2810 mrągowski;Mikołajki;Lubiewo;objęty ograniczeniami;53.81014;21.53084 ;30;08.04.2020;14.04.2020;22.04.2020;P/20/17752;RT-PCR+;1;padły/padłe;samica - 24 m - 70 kg;1;
2118;763/2020;warmińsko-mazurskie;28020 Braniewo;2802 braniewski;Braniewo;Goleszewo;objęty ograniczeniami;54.34748611;20.01178056;32;10.04.2020;15.04.2020;22.04.2020;P/20/17750;RT-PCR+;1;odstrzelony;1. samica - 3 lata, 60 kg;;
2119;764/2020;warmińsko-mazurskie;28090 Lidzbark Warmiński;2809 lidzbarski;Kiwity;Parkity;zagrożenia;54.067196;20.741587;32;11.04.2020;14.04.2020;22.04.2020;P/20/17766;IPT+;1;odstrzelony;1.samica 18m , 50 kg, ;;
2120;765/2020;warmińsko-mazurskie;28130 Olecko;2813 olecki;Olecko;Skowronki;zagrożenia;54.008429;22.520681;30;15.04.2020;16.04.2020;22.04.2020;P/20/17754;RT-PCR+;1;padły/padłe;samica - 18 m, 40 kg;1;
2121;766/2020;warmińsko-mazurskie;28130 Olecko;2813 olecki;Olecko;Zatyki;zagrożenia;53.966524;22.482291;30;16.04.2020;16.04.2020;22.04.2020;P/20/17754;RT-PCR+;1;padły/padłe;samica - 30 m, 50 kg;1;
2122;518;lubuskie;08090 Zielona Góra;0809 zielonogórski;Bojadła;Siadcza;objęty ograniczeniami;52.004916;15.822857;32;08.04.2020;09.04.2020;17.04.2020;P/20/17320;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 36 m - 65 kg;0;1;0;0;;
2123;519;lubuskie;08090 Zielona Góra;0809 zielonogórski;Bojadła;Klenica;objęty ograniczeniami;52.010134;15.791242;32;08.04.2020;09.04.2020;17.04.2020;P/20/17320;RT-PCR+;3;padły/padłe;"1. samica - 48 m - 100kg,2.płec nieokreślona, 12 m - 20 kg,3.płeć nieokreślona, 12 m - 35 kg";0;0;2;1;;
2124;520;lubuskie;08090 Zielona Góra;0809 zielonogórski;Sulechów;Kruszyna;objęty ograniczeniami;52.0695;15.6688;32;01.04.2020;01.04.2020;15.04.2020;P/20/16840;RT-PCR+;1;odstrzelony;1. samica - 24 m - 37 kg;1;0;0;0;;
2125;767/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Miłakowo;Nowe Mieczysławy;objęty ograniczeniami;53.966943;20.159400;30;11.04.2020;15.04.2020;22.04.2020;P/20/17742;RT-PCR+;3;padły/padłe;"1. samica - 36 m - 70 kg,2. samica - 36 m - 70 kg,3. samica - 36 m - 70 kg";3;0;0;0;;
2126;768/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Markowo;zagrożenia;54.024008;19.887614;32;09.04.2020;15.04.2020;22.04.2020;P/20/17757;RT-PCR+;1;odstrzelony;1. samiec - 12 m - 33 kg;0;0;0;0;;
2127;769/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Kalnik;zagrożenia;54.001222;19.870050;32;09.04.2020;15.04.2020;22.04.2020;P/20/17757;RT-PCR+;1;odstrzelony;1. samica - 12 m - 27 kg;0;0;0;0;;
2128;770/2020;warmińsko-mazurskie;28010 Bartoszyce;2801 bartoszycki;Sępopol;Sępopol;zagrożenia;54.252275;21.024106;32;09.04.2020;14.04.2020;22.04.2020;P/20/17745;IPT+;1;odstrzelony;samica ,36 m-cy ,56 kg;;
2129;771/2020;warmińsko-mazurskie;28010 Bartoszyce;2801 bartoszycki;Sępopol;Stopki;zagrożenia;54.31305;20.99834;32;12.04.2020;14.04.2020;22.04.2020;P/20/17745;IPT+;1;odstrzelony;samica ,36 m-cy ,55 kg;;
