NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości
3555;1252/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Barczewo ;Łęgajny;zagrożenia;53.8116;20.6155;32;29.10.2020;03.11.2020;09.11.2020;P/20/50854;IPT+;1;odstrzelony;samiec - 24 m - 25 kg;;;;
3556;1253/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Łęguty;zagrożenia;53.7591;20.1828;30;30.10.2020;03.11.2020;09.11.2020;P/20/50856;RT-PCR+;1;padły/padłe;samica - 12 m - 100 kg;1;;;
3557;1254/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Łęguty;zagrożenia;53.7591;20.1821;30;30.10.2020;03.11.2020;09.11.2020;P/20/50856;RT-PCR+;1;padły/padłe;samiec - 10 m - 90 kg;1;;;
3558;1255/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Łęguty;zagrożenia;53.7586;20.1817;30;30.10.2020;03.11.2020;09.11.2020;P/20/50856;RT-PCR+;1;padły/padłe;samica - 6 m - 50 kg1
3559;1256/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Łęguty;zagrożenia;53.7624;20.1842;30;02.11.2020;04.11.2020;09.11.2020;P/20/50855;RT-PCR+;1;padły/padłe;samiec - 6 m - 50 kg;1;;;
3560;929;lubuskie;08080 Świebodzin;0808 świebodziński;Łagów;Toporów;objęty ograniczeniami;52.245493;15.279606;32;29.10.2020;04.11.2020;10.11.2020;P/20/50849;RT-PCR+;1;odstrzelony;1. samica - 24m - 58 kg;1;0;0;0
3561;930;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Podgórzyce;objęty ograniczeniami;51.845002;15.207078;32;28.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;"1.samica - 24 m - 36kg";1;0;0;0
3562;931;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Podgórzyce;objęty ograniczeniami;51.843305;15.210297;32;28.10.2020;04.11.2020;09.11.2020;P/20/50848;"RT-PCR+ELISA+IPT+";1;odstrzelony;1.samica - 24 m - 33kg;1;0;0;0
3563;932;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Podgórzyce;objęty ograniczeniami;51.8419;15.210168;32;28.10.2020;04.11.2020;09.11.2020;P/20/50848;"RT-PCR+ELISA+IPT+";1;odstrzelony;1. samica - 24 m - 35 kg;1;0;0;0
3564;933;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Bogaczów;objęty ograniczeniami;51.851245;15.252568;32;28.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 48 m - 66 kg;1;0;0;0
3565;934;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Bogaczów;objęty ograniczeniami;51.85379;15.248449;32;29.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 36 m - 60kg;1;0;0;0
3566;935;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Wysoka;objęty ograniczeniami;51.875905;15.190813;32;29.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 48 m - 64kg;1;0;0;0
3567;936;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Turów;objęty ograniczeniami;51.833547;15.229914;32;29.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 12 m - 28 kg;1;0;0;0
3568;937;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Turów;objęty ograniczeniami;51.833998;15.221541;32;29.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;"1.samiec - 12 m - 20 kg";1;0;0;0
3569;938;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Bogaczów;objęty ograniczeniami;51.851245;15.250938;32;29.10.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 12 m - 19 kg;1;0;0;0
3570;939;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Nowogród Bobrzański;Bogaczów;objęty ograniczeniami;51.854214;15.27188;32;01.11.2020;04.11.2020;09.11.2020;P/20/50848;RT-PCR+;1;odstrzelony;1. samica - 24 m - 38 kg;1;0;0;0
3571;109;podlaskie;20110 Sokółka;2011 sokólski;Krynki;Ostrów Południowy;objęty ograniczeniami;53.239677;23.683868;32;08.11.2020;09.11.2020;16.11.2020;P/20/51928;RT-PCR+;1;odstrzelony;samiec - 1 rok;0;0;0;0
3572;110;podlaskie;20110 Sokółka;2011 sokólski;Szudziałowo;Poczopek;objęty ograniczeniami;53.25317;23.639577;32;08.11.2020;09.11.2020;16.11.2020;P/20/51928;RT-PCR+;1;odstrzelony;samica - 2 lata, 55 kg;0;0;0;0
3573;111;podlaskie;20110 Sokółka;2011 sokólski;Szudziałowo;Wierzchlesie;objęty ograniczeniami;53.298648;23.539451;32;06.11.2020;09.11.2020;16.11.2020;P/20/51929;"RT-PCR+IPT+";1;odstrzelony;samica - 1 rok, 26 kg;0;0;0;0
3574;940;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Czerwieńsk;Laski;zagrożenia;52.047819;15.30632;32;04.11.2020;06.11.2020;16.11.2020;P/20/51903;RT-PCR+;1;padły/padłe;1. płeć nieokreślona, 12 m - 20 kg;0;0;1;0
3575;941;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Kaczenice;zagrożenia;51.848527;15.320498;32;04.11.2020;06.11.2020;16.11.2020;P/20/51897;RT-PCR+;1;padły/padłe;1. samiec - 12 m - 20 kg;0;1;0;0
3576;942;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Piaski;zagrożenia;51.856989;15.344337;32;04.11.2020;06.11.2020;16.11.2020;P/20/51898;RT-PCR+;1;padły/padłe;1. samiec - 12 m - 20 kg;1;0;0;0
3577;943;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Koźla;zagrożenia;51.871582;15.319248;32;04.11.2020;06.11.2020;16.11.2020;P/20/51899;RT-PCR+;1;padły/padłe;1. samiec - 60 m - 190 kg;0;1;0;0
3578;944;lubuskie;08040 Nowa Sól;0804 nowosolski;Kożuchów;Studzieniec;zagrożenia;51.795115;15.544099;32;03.11.2020;06.11.2020;13.11.2020;P/20/51778;"RT-PCR+IPT+";1;odstrzelony;samica -2 lata,56 kg;1;0;0;0
3579;945;lubuskie;08080 Świebodzin;0808 świebodziński;Skąpe;Brzezie;zagrożenia;52.108796;15.453911;32;08.11.2020;09.11.2020;17.11.2020;P/20/52014;RT-PCR+;1;padły/padłe;samica -60m -100kg;1;0;0;0
3580;946;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bytnica;Budachów;objęty ograniczeniami;52.157611;15.07894;32;05.11.2020;06.11.2020;16.11.2020;P/20/51909  P/20/51908;RT-PCR+;2;padły/padłe;nn/6 m-cy/20 kg                       samiec/12 m-cy/30 kg;2;0;0;0
3581;947;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Bobrowice;Tarnawa Krośnieńska;zagrożenia;51.918415;15.164855;32;05.11.2020;06.11.2020;16.11.2020;P/20/51907 P/20/51906  ;RT-PCR+;2;padły/padłe;samiec/12 m-cy/30 kg              samica/36 m-cy/50 kg;2;0;0;0
3582;948;lubuskie;08020 Krosno Odrzańskie;0802 krośnieński (odrzański);Dąbie;Tarnawa Krośnieńska;zagrożenia;51.89766;15.186025;32;05.11.2020;06.11.2020;16.11.2020;P/20/51905;RT-PCR+;1;padły/padłe;samica/24 m-cy/50 kg;1;0;0;0
3583;949;lubuskie;08030 Międzyrzecz;0803 międzyrzecki;Międzyrzecz;Pniewo obw. 82;ochronny;52.3889;15.4915;32;07.11.2020;09.11.2020;17.11.2020;P/20/52013;RT-PCR+;1;odstrzelony;samica - 2 lata, 58 kg;1;0;0;0
3584;677;lubelskie;06010 Biała Podlaska;0601 bialski;Rokitno;Cieleśnica;objęty ograniczeniami;52.1474;23.3559;32;30.10.2020;02.11.2020;04.11.2020;P/20/50010;RT-PCR+;1;padły/padłe;samica - 36 m - 70 kg;0;1;0;0
3585;678;lubelskie;06030 Chełm;0603 chełmski;Rejowiec Fabryczny;Pawłów;objęty ograniczeniami;51.1437;23.2416;32;29.10.2020;02.11.2020;04.11.2020;P/20/50011;ELISA+IPT+;1;odstrzelony;samica - 24 m - 55 kg;0;0;0;0
3586;679;lubelskie;06200 Zamość;0620 zamojski;Komarów Osada;Tuczapy;zagrożenia;50.6362;23.5911;32;01.11.2020;03.11.2020;10.11.2020;P/20/50850;ELISA+IPT+;1;odstrzelony;samiec - 24 m - 45 kg;0;0;0;0
3587;680;lubelskie;06200 Zamość;0620 zamojski;Szczebrzeszyn;Niedzieliska;zagrożenia;50.6858;23.0717;32;29.10.2020;03.11.2020;10.11.2020;P/20/50850;"RT-PCR+ELISA+IPT+";1;odstrzelony;samiec - 12 m - 20 kg;0;0;0;0
3588;681;lubelskie;06200 Zamość;0620 zamojski;Radecznica;Gorajec- Stara Wieś;zagrożenia;50.6875;22.8145;32;01.11.2020;03.11.2020;10.11.2020;P/20/50850;ELISA+IPT+;1;odstrzelony;samiec - 12 m - 20 kg;0;0;0;0
3589;682;lubelskie;06020 Biłgoraj;0602 biłgorajski;Turobin;Żabno;zagrożenia;50.8681;22.7332;32;05.11.2020;09.11.2020;11.11.2020;P/20/51935;"RT-PCR+ELISA+IPT+";1;odstrzelony;samiec - 6 m -10 kg;0;0;0;0
3590;683;lubelskie;06140 Puławy;0614 puławski;Kazimierz Dolny;Parchatka;objęty ograniczeniami;51.3776;22.004;32;11.11.2020;13.11.2020;17.11.2020;P/20/52003;RT-PCR+;1;padły/padłe;samica - 36 m - 60 kg;1;0;0;0
3591;1257/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Milejewo;Majewo;objęty ograniczeniami;54.2223907;19.6012821;32;06.11.2020;10.11.2020;16.11.2020;P/20/51927;IPT+;1;odstrzelony;samiec -24 m - 80 kg;;;;
3592;1258/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Pogrodzie;Tolkmicko;objęty ograniczeniami;54.2798294;19.6160273;32;03.11.2020;10.11.2020;16.11.2020;P/20/51927;IPT+;1;odstrzelony;samiec - 36 m - 73 kg;;;;
3593;1259/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Łukta;Sobno;zagrożenia;53.864306;20.133878;30;05.11.2020;06.11.2020;16.11.2020;P/20/51930;RT-PCR+;1;padły/padłe;1. nieokreślona, 12 m - 25 kg ;0;1;0;0
3594;1260/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Łukta;Prośno;zagrożenia;53.813278;19.946556;30;09.11.2020;10.11.2020;16.11.2020;P/20/51930;RT-PCR+;2;padły/padłe;1. nieokreślona, 12 m - 20 kg 2. nieokreślona, 12 m - 20 kg ;0;1;1;0
3595;217;podkarpackie;18040 Jarosław;1804 jarosławski;Jarosław;Jarosław;zagrożenia;50.073112;22.67124;32;08.11.2020;10.11.2020;16.11.2020;P/20/51911;RT-PCR+;1;padły/padłe;1. samica -6 mięsiecy, 30 kg;0;0;0;1
3596;218;podkarpackie;18090 Lubaczów;1809 lubaczowski;Cieszanów;Chotylub;zagrożenia;50.2413;23.2711;30;09.11.2020;10.11.2020;16.11.2020;P/20/51912;RT-PCR+;1;padły/padłe;samica - 100 kg, 4 lata;1;0;0;0
3597;219;podkarpackie;18040 Jarosław;1804 jarosławski;Jarosław;Kostków ;zagrożenia;50.0948033;22.6545301;32;07.11.2020;10.11.2020;16.11.2020;P/20/51931;RT-PCR+;1;padły/padłe;1. samica - 6 miesięcy, 30 kg;1;0;0;0
3598;220;podkarpackie;18120 Nisko;1812 niżański;Rudnik nad Sanem;Kopki;zagrożenia;50.426838;22.298834;32;09.11.2020;09.11.2020;16.11.2020;P/20/51932;ELISA+IPT+;1;odstrzelony;1. samiec - 10 miesięcy,42 kg;0;0;0;0
3599;221;podkarpackie;18090 Lubaczów;1809 lubaczowski;Horyniec-Zdrój;Dziewięcierz;zagrożenia;50.2226;23.4486;32;08.11.2020;10.11.2020;16.11.2020;P/20/51933;RT-PCR+;1;odstrzelony;samiec - 35 kg, 10 miesięcy;0;0;0;0
3600;222;podkarpackie;18090 Lubaczów;1809 lubaczowski;Cieszanów;Chotylub;zagrożenia;50.2413;23.2730;32;04.11.2020;10.11.2020;16.11.2020;P/20/51934;ELISA+IPT+;1;odstrzelony;samiec - 25 kg, 9 miesięcy;0;0;0;0
3601;223;podkarpackie;18090 Lubaczów;1809 lubaczowski;Cieszanów;Chotylub;zagrożenia;50.2413;23.2732;32;08.11.2020;10.11.2020;16.11.2020;P/20/51934;RT-PCR+;1;odstrzelony;samica - 20 kg, 8 miesięcy;0;0;0;0
3602;224;Podkarpackie;18140 Przeworsk;1814 przeworski;Sieniawa;Czerwona Wola;zagrożenia;50.1425;22.681361;32;09.11.2020;10.11.2020;16.11.2020;P/20/51938;RT-PCR+;1;padły/padłe;M, 24 m, 60 kg;1;0;0;0
3603;112;podlaskie;20120 Suwałki;2012 suwalski;Bakałarzewo;Nowa Wieś;objęty ograniczeniami;54.080113;22.626643;32;08.11.2020;09.11.2020;18.11.2020;P/20/52235;RT-PCR+;1;odstrzelony;samica - do 3 lat,82 kg;0;0;0;0
3604;113;podlaskie;20130 Wysokie Mazowieckie;2013 wysokomazowiecki;Ciechanowiec;Koce Basie;objęty ograniczeniami;52.7003;22.5971;32;07.11.2020;09.11.2020;18.11.2020;P/20/52236;ELISA+IPT+;1;padły/padłe;samica - 36 mc, 100 kg;1;0;0;0
3605;1261/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Słonecznik;zagrożenia;53.844745;19.869958;30;09.11.2020;10.11.2020;16.11.2020;P/20/51930;RT-PCR+;1;padły/padłe;1. nieokreślona, 48 m - 80 kg ;0;0;1;0
3606;1262/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Małdyty;Dobrocin;zagrożenia;53.904472;19.846111;30;09.11.2020;10.11.2020;16.11.2020;P/20/51930;RT-PCR+;1;padły/padłe;1. nieokreślona, 48 m - 80 kg ;0;0;1;0
3607;1263/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Gietrzwałd;Podlejki;zagrożenia;53.7369;20.1914;32;04.11.2020;10.11.2020;16.11.2020;P/20/51926;RT-PCR+;1;zabity w wypadku;nieokreślony, 24 m - 50 kg;1;;;
3608;1264/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Dywity;Frączki;zagrożenia;53.9353;20.6047;32;06.11.2020;10.11.2020;16.11.2020;P/20/51925;IPT+;1;odstrzelony;samica - 24 m - 90 kg;;;;
