NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
2585;149;podkarpackie;18120 Nisko;1812 niżański;Jarocin;Domostawa;objęty ograniczeniami;50.611344;22.306727;32;01.06.2020;01.06.2020;05.06.2020;P/20/24018;IPT+;1;odstrzelony;1. samica - 12 m - 54 kg;0;0;0;0;;
2586;150;podkarpackie;18120 Nisko;1812 niżański;Jarocin;Jarocin;objęty ograniczeniami;50.574832;22.33975;32;01.06.2020;01.06.2020;05.06.2020;P/20/24018;IPT+;1;odstrzelony;1. samiec - 24 m - 57 kg;0;0;0;0;;
2587;937/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Miłakowo;Ponary;objęty ograniczeniami;53.931517;20.012750;30;21.05.2020;26.05.2020;05.06.2020;P/20/24005;RT-PCR+;5;padły/padłe;"1. samica - 24 m - 60 kg,2. płeć nieokreślona, 2 m - 2 kg,3. płeć nieokreślona, 2 m - 2 kg,4. samica - 24 m - 60 kg,5. płeć nieokreślona, 2 m - 2 kg";0;5;0;0;;
2588;938/2020;warmińsko-mazurskie;28150 Ostróda;2815 ostródzki;Morąg;Tątławki;zagrożenia;53.885800;20.091800;30;26.05.2020;29.05.2020;05.06.2020;P/20/24004;RT-PCR+;4;padły/padłe;"1. samica - 36 m - 70 kg,2. samica - 36 m - 65 kg,3. samica - 36 m - 65 kg,4. samica - 36 m - 65 kg";0;0;0;4;;
2589;632;lubuskie;08040 Nowa Sól;0804 nowosolski;NOWA SÓL;Lipiny;zagrożenia;51.877719;15.799498;32;23.05.2020;25.05.2020;29.05.2020;P/20/22909;RT-PCR+;1;padły/padłe;samica - 36 mc, 70 kg;1;0;0;0;;
2590;633;lubuskie;08040 Nowa Sól;0804 nowosolski;Otyń;Niedoradz;zagrożenia;51.8812;15.6497;32;23.05.2020;27.05.2020;01.06.2020;P/20/23078;RT-PCR+;1;odstrzelony;samiec -  24 mc, 35 kg;1;0;0;0;;
2591;634;lubuskie;08040 Nowa Sól;0804 nowosolski;Kolsko;Strumianki;objęty ograniczeniami;51.945066;15.88297;32;29.05.2020;29.05.2020;04.06.2020;P/20/23732;RT-PCR+;1;padły/padłe;nieokreślona, 24 mc, 10 kg;0;0;0;1;;
2592;635;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Zabór;Przytoczki;zagrożenia;51.981077;15.643307;32;24.05.2020;28.05.2020;01.06.2020;P/20/23077;RT-PCR+;3;odstrzelony;"1. samica - 12 m - 36 kg, 2. samica - 12 m - 38 kg, 3. samica - 12 m - 30 kg";3;0;0;0;;
2593;636;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Buchałów;objęty ograniczeniami;51.917037;15.371027;32;29.05.2020;29.05.2020;04.06.2020;P/20/23731;RT-PCR+;1;padły/padłe;1.płeć nieokreślona, 24 m - 20 kg;0;0;0;1;;
2594;637;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Radomia;objęty ograniczeniami;51.9504206;15.3734404;32;29.05.2020;29.05.2020;04.06.2020;P/20/23731;RT-PCR+;2;padły/padłe;"1. samica - 24 m - 50 kg,2.samica - 36 m - 70 kg";0;0;2;0;;
2595;638;lubuskie;08090 Zielona Góra;0809 Zielonogórski;Świdnica;Letnica;objęty ograniczeniami;51.912806;15.336005;32;29.05.2020;29.05.2020;04.06.2020;P/20/23731;RT-PCR+;8;padły/padłe;"1.płeć nieokreślona , 24 m - 15 kg,2.samica - 36 m - 70 kg,3.płeć nieokreślona, 24 m - 5 kg,4.płeć nieokreślona, 36 m - 65 kg,5.samica - 24 m - 60 kg,6.samiec - 12 m - 3 kg,7.samica - 12 m - 3 kg,8.samica - 12 m - 2 kg";0;0;6;2;;
2596;939/2020;warmińsko-mazurskie;28130 Olecko;2813 olecki;Olecko;Dąbrowskie Osada;zagrożenia;54.087833;22.545056;30;21.05.2020;25.05.2020;05.06.2020;P/20/24012;RT-PCR+;1;padły/padłe;samica - 12 m - 30 kg;1;
2597;940/2020;warmińsko-mazurskie;28060 Giżycko;2806 giżycki;Ryn;Wejdyki;objęty ograniczeniami;53.911666;21.474722;30;25.05.2020;28.05.2020;05.06.2020;P/20/24011;RT-PCR+;1;padły/padłe;1/płeć nieokreślona, 12 m-cy , waga nieokreślona,1;;
2598;941/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Jeziorany;Żardeniki;zagrożenia;53.9827;20.8069;30;24.05.2020;26.05.2020;05.06.2020;P/20/24006;RT-PCR+;1;padły/padłe;nieokreślona, 4 m - 10 kg;;1
2599;942/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Dobre Miasto;Swobodna;zagrożenia;53.9319;20.3894;30;22.05.2020;26.05.2020;05.06.2020;P/20/24006;RT-PCR+;1;padły/padłe;samica - 36 m - 70 kg.;;1
2600;943/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Barczewo ;Maruny;zagrożenia;53.8463;20.6601;30;23.05.2020;27.05.2020;05.06.2020;P/20/24007;RT-PCR+;1;padły/padłe;samica - 24 m - 70 kg;1;
2601;944/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Łęcze;objęty ograniczeniami;54.28080561;19.463677399;32;23.05.2020;26.05.2020;02.06.2020;P/20/23333;IPT+;1;odstrzelony;1. samiec - 60 m - 130 kg                       ;;
2602;945/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Tolkmicko;Łęcze;objęty ograniczeniami;54.280179587;19.469258767;32;23.05.2020;26.05.2020;02.06.2020;P/20/23333;IPT+;1;odstrzelony;1. samica -24 m - 45 kg                       ;;
