NR ADNS;Nr przypadku w województwie;Województwo;Kod jednostki TRACES;Powiat wg kodu TERYT;Gmina;Miejscowość (najbliższa lub Nr obwodu łowieckiego) - jeśli możliwe;Nazwa obszaru z DWK 2014/709;Szerokość;Długość;Sposób unieszkodliwienia zwłok;Data zgłoszenia;Data wysłania próbek;Data potwierdzenia;Nr sprawozdania z badań (ostatecznego);Rodzaj badania;Liczba dzików dodatnich;Przyczyna podejrzenia;Płeć - wiek (w miesiącach) - waga;+;++;+++;Kości;;
1105;281;lubuskie;08040 Nowa Sól;0804 nowosolski;Kolsko;Sławocin;objęty ograniczeniami;51.97742;15.992929;32;27.02.2020;02.03.2020;06.03.2020;"P/20/10366,P/20/10367,P/20/10370";RT-PCR+;3;padły/padłe;"samica - 36mc. 70kg, samica - 60mc. 100kg, samiec - 48mc. 90kg";1;1;1;0;;
1106;282;lubuskie;08040 Nowa Sól;0804 nowosolski;Otyń;Otyń;objęty ograniczeniami;51.854075;15.72821;32;01.03.2020;02.03.2020;06.03.2020;"P/20/10370,P/20/10368,P/20/10369";RT-PCR+;3;padły/padłe;"samiec - 24mc. 30kg, płeć nieokreślona. 36mc. 40kg, samiec - 24mc. 40 kg";2;0;1;0;;
1107;283;lubuskie;08040 Nowa Sól;0804 nowosolski;Otyń;Niedoradz;objęty ograniczeniami;51.877648;15.683963;32;01.03.2020;02.03.2020;06.03.2020;P/20/10371;RT-PCR+;1;padły/padłe;samiec 36 mc 60kg;1;0;0;0;;
1108;308/2020;warmińsko-mazurskie;28140 Olsztyn;2814 olsztyński;Dobre Miasto;Międzylesie;zagrożenia;53.973694;20.469167;30;05.02.2020;07.02.2020;13.02.2020;P/20/06652;RT-PCR+;2;padły/padłe;"1. samiec - 12 m - 40 kg;         2. samica - 36 m - 70 kg";2;
1109;309/2020;warmińsko-mazurskie;28060 Giżycko;2806 giżycki;Wydminy;Malinka;zagrożenia;53.929269;21.955406;30;10.02.2020;13.02.2020;20.02.2020;P/20/07807;RT-PCR+;1;padły/padłe;1. samica - 24 m-ce. 70 kg;1;;;
1110;310/2020;warmińsko-mazurskie;28060 Giżycko;2806 giżycki;Wydminy;Siedliska;zagrożenia;53.99496;21.941581;32;10.02.2020;13.02.2020;20.02.2020;P/20/07807;RT-PCR+;1;padły/padłe;1. samiec - 36 m-ce. 80 kg;;1;;
1111;311/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Godkowo;Gwiździny;zagrożenia;54.066694;19.973972;30;08.02.2020;11.02.2020;17.02.2020;P/20/07187;RT-PCR+;1;padły/padłe;1. 9 m - 20 kg;1;;;
1112;312/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Godkowo;Klekotki;zagrożenia;54.046583;19.898583;30;11.02.2020;12.02.2020;17.02.2020;P/20/07187;RT-PCR+;1;padły/padłe;1. samica - 24 m-ce. 50 kg;;;1;
1113;313/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Godkowo;Ząbrowiec;zagrożenia;54.044028;19.991389;30;08.02.2020;11.02.2020;17.02.2020;P/20/07187;RT-PCR+;3;padły/padłe;"1. samica - 30 m - 50 kg,2. płeć nieokreślona. 9 m - 25 kg,3. płeć nieokreślona. 36 m - 50 kg";2;1;;
1114;314/2020;warmińsko-mazurskie;28040 Elbląg;2804 elbląski;Milejewo;Jagodnik;objęty ograniczeniami;54.208767;19.495411;30;09.02.2020;11.02.2020;17.02.2020;P/20/07188;RT-PCR+;3;padły/padłe;"1. samica -18 m - 10 kg,2. samica - 36 m - 80 kg,3. samica - 18 m - 40 kg";1;1;1;
